Public filename,Area,Spot,In_Out,Contributor,Duration
2343.wav,british,room12,indoor,S183,8.34
2344.wav,westend,national,indoor,S79,7
2345.wav,british,street,outdoor,S178,8.36
2346.wav,westend,leicester,outdoor,S19,7.87
2347.wav,westend,trafalgar,outdoor,S57,9.6
2348.wav,westend,trafalgar,outdoor,S172,7.94
2349.wav,campus,curve,indoor,S91,7.38
2350.wav,southbank,food,outdoor,S87,10.84
2351.wav,kensington,marine,indoor,S167,8.5
2352.wav,campus,ground,indoor,S49,8.85
2353.wav,westend,piazza,outdoor,S77,7.35
2354.wav,southbank,waterloo,indoor,S96,7.13
2355.wav,westend,market,indoor,S100,7.17
2356.wav,westend,national,indoor,S41,10.22
2357.wav,Euston,forecourt,outdoor,S14,10.7
2358.wav,kensington,albert,outdoor,S179,7.61
2359.wav,campus,curve,indoor,S24,7.71
2360.wav,westend,leicester,outdoor,S129,7.59
2361.wav,Euston,library,indoor,S100,7.42
2362.wav,campus,reception,indoor,S26,7.02
2363.wav,southbank,skate,outdoor,S96,7.13
2364.wav,campus,reception,indoor,S37,7.04
2365.wav,westend,piazza,outdoor,S132,6.97
2366.wav,westend,market,indoor,S121,7.13
2367.wav,Euston,upper,indoor,S60,8.27
2368.wav,westend,trafalgar,outdoor,S185,9.01
2369.wav,kensington,dinosaur,indoor,S169,7.59
2370.wav,british,street,outdoor,S24,7.49
2371.wav,campus,ground,indoor,S82,7.49
2372.wav,british,square,outdoor,S140,7.92
2373.wav,campus,curve,indoor,S137,7.4
2374.wav,southbank,food,outdoor,S142,9.78
2375.wav,Euston,ritblat,indoor,S110,10.34
2376.wav,campus,reception,indoor,S126,9.11
2377.wav,campus,reception,indoor,S31,8.48
2378.wav,Euston,forecourt,outdoor,S89,8.89
2379.wav,westend,national,indoor,S34,8.33
2380.wav,Euston,gardens,outdoor,S113,7.76
2381.wav,Euston,upper,indoor,S15,8.47
2382.wav,campus,reception,indoor,S52,7.97
2383.wav,campus,square,outdoor,S129,7.3
2384.wav,british,forecourt,outdoor,S35,7.85
2385.wav,campus,square,outdoor,S132,6.94
2386.wav,british,street,outdoor,S27,8.46
2387.wav,campus,reception,indoor,S133,7.87
2388.wav,Euston,forecourt,outdoor,S43,7.5
2389.wav,campus,library,outdoor,S164,7.19
2390.wav,westend,national,indoor,S42,7.29
2391.wav,southbank,royal,indoor,S34,8.05
2392.wav,campus,curve,indoor,S68,6.29
2393.wav,campus,ground,indoor,S121,7.11
2394.wav,british,greatcourt,indoor,S3,11.61
2395.wav,southbank,waterloo,indoor,S164,7.22
2396.wav,campus,canal,outdoor,S58,7.76
2397.wav,Euston,library,indoor,S140,7.72
2398.wav,kensington,pond,outdoor,S22,8.17
2399.wav,southbank,royal,indoor,S16,7.04
2400.wav,westend,national,indoor,S104,8.83
2401.wav,campus,canal,outdoor,S112,7.86
2402.wav,westend,national,indoor,S74,8.44
2403.wav,british,room12,indoor,S174,8.8
2404.wav,westend,leicester,outdoor,S191,8
2405.wav,campus,curve,indoor,S77,7.35
2406.wav,british,greatcourt,indoor,S185,8.57
2407.wav,campus,curve,indoor,S10,9.01
2408.wav,british,room12,indoor,S35,7.36
2409.wav,Euston,library,indoor,S54,9.96
2410.wav,campus,ground,indoor,S21,7.47
2411.wav,westend,piazza,outdoor,S19,8.13
2412.wav,campus,curve,indoor,S185,8.59
2413.wav,campus,square,outdoor,S5,7.13
2414.wav,westend,market,indoor,S42,7.27
2415.wav,british,street,outdoor,S26,7.02
2416.wav,westend,piazza,outdoor,S163,7
2417.wav,westend,national,indoor,S179,7.74
2418.wav,british,square,outdoor,S63,7.85
2419.wav,campus,reception,indoor,S177,8.61
2420.wav,southbank,skate,outdoor,S28,7.71
2421.wav,westend,leicester,outdoor,S144,8.85
2422.wav,campus,reception,indoor,S73,7.38
2423.wav,campus,reception,indoor,S173,6.67
2424.wav,westend,trafalgar,outdoor,S132,7.02
2425.wav,campus,reception,indoor,S148,7
2426.wav,campus,square,outdoor,S184,7.01
2427.wav,british,forecourt,outdoor,S151,9.24
2428.wav,campus,reception,indoor,S192,9.4
2429.wav,westend,piazza,outdoor,S165,7.81
2430.wav,campus,square,outdoor,S169,7.59
2431.wav,british,forecourt,outdoor,S185,8.78
2432.wav,campus,square,outdoor,S12,7.73
2433.wav,british,greatcourt,indoor,S193,7.92
2434.wav,Euston,ritblat,indoor,S47,8.88
2435.wav,westend,national,indoor,S136,7.89
2436.wav,westend,leicester,outdoor,S106,7.35
2437.wav,campus,curve,indoor,S5,6.22
2438.wav,kensington,cromwell,outdoor,S114,9.43
2439.wav,southbank,book,outdoor,S87,10.5
2440.wav,Euston,ritblat,indoor,S11,9.96
2441.wav,westend,market,indoor,S141,8.92
2442.wav,british,forecourt,outdoor,S82,7.44
2443.wav,british,forecourt,outdoor,S168,7.04
2444.wav,british,room23,indoor,S87,10.6
2445.wav,westend,charing,indoor,S6,7.78
2446.wav,westend,charing,indoor,S42,7.43
2447.wav,campus,curve,indoor,S174,9.01
2448.wav,kensington,pond,outdoor,S19,8.41
2449.wav,Euston,ritblat,indoor,S14,10.3
2450.wav,southbank,royal,indoor,S71,7.45
2451.wav,campus,reception,indoor,S34,8.16
2452.wav,campus,square,outdoor,S76,7.01
2453.wav,westend,national,indoor,S6,7.85
2454.wav,campus,curve,indoor,S182,8.13
2455.wav,campus,canal,outdoor,S77,7.52
2456.wav,westend,leicester,outdoor,S66,7.83
2457.wav,westend,national,indoor,S84,7
2458.wav,british,square,outdoor,S184,7.34
2459.wav,campus,library,outdoor,S105,7.7
2460.wav,campus,canal,outdoor,S154,8
2461.wav,british,forecourt,outdoor,S117,7.77
2462.wav,westend,national,indoor,S124,7.08
2463.wav,british,room23,indoor,S60,8.42
2464.wav,westend,charing,indoor,S178,8.82
2465.wav,campus,library,outdoor,S187,13.9
2466.wav,british,square,outdoor,S65,8.75
2467.wav,campus,square,outdoor,S1,6.77
2468.wav,campus,square,outdoor,S50,9.34
2469.wav,campus,library,outdoor,S51,8.31
2470.wav,Euston,upper,indoor,S174,9.01
2471.wav,british,street,outdoor,S139,6.68
2472.wav,campus,ground,indoor,S30,10.64
2473.wav,westend,national,indoor,S115,8.64
2474.wav,campus,reception,indoor,S114,7.53
2475.wav,campus,curve,indoor,S26,7.02
2476.wav,british,square,outdoor,S27,11.83
2477.wav,campus,square,outdoor,S159,6.65
2478.wav,Euston,piazza,outdoor,S54,8.73
2479.wav,campus,ground,indoor,S113,7.52
2480.wav,campus,square,outdoor,S57,11.85
2481.wav,Euston,forecourt,outdoor,S57,12.93
2482.wav,kensington,marine,indoor,S83,7.5
2483.wav,kensington,dinosaur,indoor,S19,9.83
2484.wav,campus,square,outdoor,S56,10.73
2485.wav,kensington,cromwell,outdoor,S103,7
2486.wav,british,street,outdoor,S55,11.4
2487.wav,westend,piazza,outdoor,S3,13.98
2488.wav,campus,ground,indoor,S79,7.02
2489.wav,kensington,albert,outdoor,S72,7.57
2490.wav,southbank,book,outdoor,S28,7.59
2491.wav,westend,national,indoor,S147,8
2492.wav,westend,leicester,outdoor,S22,8.64
2493.wav,campus,library,outdoor,S61,7.1
2494.wav,campus,reception,indoor,S162,8.73
2495.wav,southbank,book,outdoor,S92,6.49
2496.wav,westend,trafalgar,outdoor,S151,9.89
2497.wav,campus,square,outdoor,S6,7.59
2498.wav,westend,national,indoor,S96,7.07
2499.wav,british,room12,indoor,S73,7.83
2500.wav,british,room12,indoor,S58,8.46
2501.wav,british,room23,indoor,S118,10.73
2502.wav,british,room23,indoor,S135,9.57
2503.wav,british,room23,indoor,S151,10.84
2504.wav,british,room23,indoor,S110,12.31
2505.wav,british,room23,indoor,S122,8.21
2506.wav,british,room23,indoor,S107,7.62
2507.wav,british,room23,indoor,S185,9.01
2508.wav,british,room23,indoor,S174,9.15
2509.wav,british,room23,indoor,S136,7.97
2510.wav,british,room23,indoor,S73,7.65
2511.wav,british,room23,indoor,S15,8.17
2512.wav,british,room23,indoor,S82,7.4
2513.wav,british,room23,indoor,S154,8
2514.wav,british,room23,indoor,S66,7.5
2515.wav,british,room23,indoor,S93,7.57
2516.wav,british,room23,indoor,S134,6.89
2517.wav,british,room23,indoor,S88,7.73
2518.wav,british,room23,indoor,S86,7.04
2519.wav,british,room23,indoor,S192,8.36
2520.wav,british,room23,indoor,S104,9.71
2521.wav,british,room23,indoor,S170,7.47
2522.wav,british,room23,indoor,S25,7.83
2523.wav,british,room23,indoor,S81,8.64
2524.wav,british,room23,indoor,S52,7.76
2525.wav,british,room23,indoor,S38,11.33
2526.wav,british,room23,indoor,S139,7.21
2527.wav,british,room23,indoor,S142,10.24
2528.wav,british,room23,indoor,S112,7.46
2529.wav,british,room23,indoor,S14,9.4
2530.wav,british,room23,indoor,S75,6.46
2531.wav,british,room23,indoor,S156,7.04
2532.wav,british,room23,indoor,S6,8.31
2533.wav,british,room23,indoor,S35,7.34
2534.wav,british,room23,indoor,S85,7.24
2535.wav,british,room23,indoor,S108,7.76
2536.wav,british,room23,indoor,S51,8.34
2537.wav,british,room23,indoor,S173,8.17
2538.wav,british,room23,indoor,S55,12.36
2539.wav,british,room23,indoor,S10,15.32
2540.wav,british,room23,indoor,S13,18.32
2541.wav,british,room23,indoor,S133,7.3
2542.wav,british,room23,indoor,S106,7.39
2543.wav,british,room23,indoor,S182,7.86
2544.wav,british,room23,indoor,S18,9.01
2545.wav,british,room23,indoor,S183,8.7
2546.wav,british,room23,indoor,S48,8.27
2547.wav,british,room23,indoor,S162,8.8
2548.wav,british,room23,indoor,S94,7.04
2549.wav,british,room23,indoor,S40,7.04
2550.wav,british,room23,indoor,S3,16.82
2551.wav,british,room23,indoor,S187,9.53
2552.wav,british,room23,indoor,S123,8.47
